Name,Category,Dosage Form,Strength,Indication
Dextrovir,Antipyretic,Syrup,364 mg,Infection
Ibuprophen,Antiseptic,Inhaler,70 mg,Fungus
Dolocillin,Antibiotic,Capsule,711 mg,Infection
Acetocillin,Antiseptic,Injection,893 mg,Infection
Ibupromycin,Antiviral,Tablet,124 mg,Fungus
Amoximycin,Analgesic,Syrup,161 mg,Infection
Dolophen,Antidepressant,Syrup,240 mg,Infection
Amoxistatin,Antibiotic,Ointment,31 mg,Pain
Amoxivir,Antidiabetic,Cream,71 mg,Depression
Metonazole,Antidiabetic,Drops,931 mg,Pain
Metostatin,Antidiabetic,Capsule,519 mg,Depression
Cefnazole,Antidepressant,Syrup,593 mg,Fever
Metocillin,Antiviral,Inhaler,587 mg,Wound
Cefprofen,Antiseptic,Inhaler,197 mg,Fever
Dextronazole,Antibiotic,Ointment,640 mg,Virus
Clarimycin,Antidiabetic,Drops,688 mg,Fever
Dextrostatin,Antibiotic,Ointment,77 mg,Depression
Dextromet,Antidiabetic,Injection,174 mg,Diabetes
Claristatin,Antibiotic,Ointment,436 mg,Fever
Amoxiprofen,Antiviral,Ointment,837 mg,Depression
Amoximycin,Antipyretic,Tablet,954 mg,Wound
Cefnazole,Antidepressant,Drops,754 mg,Infection
Amoxivir,Antiviral,Inhaler,308 mg,Depression
Cefvir,Antiseptic,Drops,908 mg,Diabetes
Amoxivir,Antidiabetic,Ointment,861 mg,Fever
Metocillin,Antipyretic,Cream,935 mg,Wound
Dextrovir,Antifungal,Syrup,920 mg,Fungus
Dolovir,Antipyretic,Syrup,606 mg,Wound
Metostatin,Antibiotic,Syrup,248 mg,Wound
Amoxinazole,Antifungal,Cream,265 mg,Wound
Ibupronazole,Antifungal,Drops,644 mg,Infection
Amoxicillin,Antidiabetic,Cream,483 mg,Wound
Metophen,Antipyretic,Syrup,980 mg,Wound
Acetoprofen,Antidepressant,Drops,58 mg,Infection
Amoxivir,Antidiabetic,Syrup,826 mg,Wound
Metostatin,Antibiotic,Ointment,649 mg,Infection
Metonazole,Antiseptic,Injection,868 mg,Depression
Ibupromet,Antifungal,Capsule,337 mg,Diabetes
Dolonazole,Antidepressant,Cream,459 mg,Diabetes
Acetophen,Antiviral,Injection,733 mg,Fungus
Dextromycin,Analgesic,Capsule,513 mg,Infection
Ibuproprofen,Antiviral,Syrup,264 mg,Pain
Metophen,Antiviral,Capsule,745 mg,Pain
Cefmycin,Antiseptic,Capsule,543 mg,Fever
Amoximycin,Antidiabetic,Cream,110 mg,Fungus
Dextroprofen,Analgesic,Ointment,797 mg,Depression
Dextrocillin,Antiseptic,Drops,751 mg,Diabetes
Cefmet,Antidepressant,Cream,446 mg,Virus
Amoxinazole,Analgesic,Syrup,582 mg,Pain
Metophen,Antidiabetic,Drops,487 mg,Diabetes
Amoxinazole,Antibiotic,Syrup,372 mg,Pain
Cefmet,Analgesic,Syrup,559 mg,Depression
Dextrophen,Antiseptic,Cream,474 mg,Wound
Metomycin,Antiseptic,Inhaler,302 mg,Fever
Dextronazole,Antiviral,Capsule,256 mg,Depression
Cefmet,Antifungal,Injection,41 mg,Pain
Clarimet,Antiseptic,Inhaler,978 mg,Infection
Dextronazole,Antipyretic,Injection,190 mg,Diabetes
Ibuprophen,Antipyretic,Ointment,83 mg,Wound
Acetoprofen,Antipyretic,Tablet,451 mg,Diabetes
Ibuproprofen,Antiviral,Capsule,723 mg,Infection
Cefmycin,Antiviral,Drops,378 mg,Pain
Dextrostatin,Antiviral,Cream,807 mg,Pain
Acetophen,Antibiotic,Inhaler,973 mg,Fever
Dolomet,Antiviral,Drops,101 mg,Fever
Amoxivir,Antidiabetic,Syrup,29 mg,Depression
Dextromycin,Antiviral,Ointment,894 mg,Infection
Metonazole,Antipyretic,Drops,144 mg,Diabetes
Ibupromycin,Antipyretic,Capsule,885 mg,Infection
Cefvir,Antipyretic,Cream,578 mg,Fungus
Dextroprofen,Analgesic,Capsule,878 mg,Wound
Metonazole,Antibiotic,Drops,92 mg,Virus
Metocillin,Antiviral,Tablet,597 mg,Depression
Dextronazole,Antidepressant,Inhaler,594 mg,Infection
Doloprofen,Antibiotic,Capsule,684 mg,Depression
Cefmet,Antifungal,Syrup,928 mg,Wound
Clarimet,Antidiabetic,Tablet,917 mg,Pain
Amoxiphen,Analgesic,Ointment,225 mg,Pain
Ibuprocillin,Analgesic,Syrup,886 mg,Pain
Ibupronazole,Antidiabetic,Inhaler,506 mg,Depression
Acetophen,Antidepressant,Ointment,90 mg,Infection
Amoxistatin,Antidepressant,Injection,474 mg,Virus
Dextromycin,Antibiotic,Syrup,898 mg,Pain
Ibupromycin,Antidiabetic,Ointment,589 mg,Fungus
Cefvir,Antifungal,Tablet,796 mg,Fever
Dolomycin,Antiviral,Tablet,726 mg,Wound
Cefcillin,Antiviral,Cream,582 mg,Depression
Metomet,Antiseptic,Tablet,644 mg,Infection
Cefmet,Antidiabetic,Tablet,874 mg,Wound
Cefnazole,Antiseptic,Injection,746 mg,Depression
Metomet,Antidepressant,Ointment,965 mg,Infection
Dolomet,Antifungal,Inhaler,18 mg,Pain
Cefnazole,Analgesic,Drops,699 mg,Fever
Dolophen,Antibiotic,Syrup,545 mg,Diabetes
Dolonazole,Antidepressant,Inhaler,831 mg,Infection
Amoxinazole,Antidepressant,Drops,244 mg,Wound
Clarivir,Antidepressant,Syrup,387 mg,Diabetes
Dolovir,Antifungal,Drops,699 mg,Pain
Dolomet,Antifungal,Cream,216 mg,Diabetes
Ibuprophen,Antiviral,Inhaler,82 mg,Pain
Acetostatin,Analgesic,Ointment,219 mg,Pain
Amoxinazole,Analgesic,Drops,279 mg,Fungus
Metostatin,Antidiabetic,Syrup,802 mg,Wound
Cefnazole,Antibiotic,Ointment,134 mg,Infection
Amoxiphen,Antidepressant,Injection,203 mg,Pain
Cefmycin,Antiseptic,Drops,781 mg,Wound
Amoxivir,Antibiotic,Capsule,32 mg,Pain
Ibupromycin,Antiviral,Ointment,510 mg,Fever
Dolonazole,Antidiabetic,Inhaler,530 mg,Infection
Dolocillin,Analgesic,Capsule,304 mg,Wound
Acetonazole,Antiseptic,Inhaler,653 mg,Infection
Amoxiphen,Antidepressant,Syrup,162 mg,Pain
Dextromycin,Antiviral,Capsule,901 mg,Depression
Dextroprofen,Antifungal,Cream,243 mg,Diabetes
Dextronazole,Antiseptic,Injection,197 mg,Pain
Acetostatin,Antifungal,Capsule,577 mg,Diabetes
Dolomet,Antiviral,Injection,696 mg,Fungus
Dolomycin,Antidiabetic,Inhaler,664 mg,Wound
Doloprofen,Antidiabetic,Cream,274 mg,Fungus
Dextrovir,Antiviral,Syrup,154 mg,Fever
Ibupromycin,Antidepressant,Injection,55 mg,Depression
Ibupromycin,Antiviral,Injection,690 mg,Fever
Cefprofen,Antifungal,Inhaler,226 mg,Diabetes
Amoxicillin,Antibiotic,Cream,448 mg,Pain
Ibuprophen,Antipyretic,Injection,769 mg,Fungus
Dextrostatin,Antidepressant,Drops,52 mg,Diabetes
Ibupronazole,Antiseptic,Syrup,536 mg,Diabetes
Dextronazole,Antibiotic,Drops,86 mg,Fever
Ibupromet,Antiviral,Inhaler,353 mg,Pain
Metovir,Antidepressant,Cream,537 mg,Infection
Dolostatin,Antibiotic,Capsule,971 mg,Depression
Ibupromet,Antipyretic,Injection,691 mg,Wound
Acetonazole,Antiviral,Capsule,300 mg,Wound
Metomet,Antidepressant,Capsule,629 mg,Pain
Dolomycin,Antifungal,Tablet,765 mg,Fever
Clariphen,Antibiotic,Tablet,810 mg,Fever
Amoximet,Antibiotic,Capsule,321 mg,Pain
Ibupromycin,Antifungal,Drops,374 mg,Fever
Amoxinazole,Antiviral,Tablet,589 mg,Diabetes
Cefprofen,Antidepressant,Syrup,378 mg,Fever
Metoprofen,Antidiabetic,Inhaler,974 mg,Diabetes
Dextrovir,Antidepressant,Drops,868 mg,Depression
Dextrophen,Analgesic,Injection,924 mg,Pain
Dolomycin,Antiviral,Capsule,130 mg,Diabetes
Dextronazole,Antibiotic,Inhaler,710 mg,Wound
Clarimet,Antifungal,Injection,945 mg,Virus
Ibupromycin,Antifungal,Injection,795 mg,Fungus
Acetomycin,Antipyretic,Drops,965 mg,Diabetes
Ibuprophen,Antidiabetic,Tablet,590 mg,Fungus
Ibuprophen,Antidiabetic,Syrup,458 mg,Fungus
Metostatin,Antipyretic,Capsule,713 mg,Fungus
Clarivir,Antibiotic,Tablet,378 mg,Fever
Metophen,Antipyretic,Tablet,48 mg,Pain
Clarivir,Antiseptic,Ointment,595 mg,Virus
Amoxivir,Antifungal,Cream,245 mg,Infection
Cefcillin,Antiviral,Syrup,193 mg,Fever
Clarinazole,Antifungal,Inhaler,950 mg,Diabetes
Ibuprostatin,Antifungal,Tablet,123 mg,Depression
Ibuproprofen,Antifungal,Ointment,325 mg,Fungus
Metophen,Antiviral,Injection,323 mg,Wound
Ibuprophen,Antiseptic,Ointment,557 mg,Depression
Dolomycin,Antifungal,Inhaler,693 mg,Diabetes
Clarivir,Analgesic,Cream,247 mg,Infection
Amoxivir,Antiviral,Capsule,406 mg,Depression
Clariphen,Antipyretic,Ointment,857 mg,Pain
Amoxicillin,Antidepressant,Syrup,386 mg,Virus
Amoximet,Antipyretic,Drops,313 mg,Virus
Acetovir,Analgesic,Capsule,39 mg,Pain
Clariprofen,Antipyretic,Tablet,3 mg,Depression
Metostatin,Antipyretic,Cream,773 mg,Fungus
Dolostatin,Antipyretic,Cream,937 mg,Pain
Amoxivir,Antiseptic,Capsule,210 mg,Diabetes
Amoximycin,Antipyretic,Injection,234 mg,Infection
Dextroprofen,Antiseptic,Injection,169 mg,Wound
Clariprofen,Antiseptic,Cream,174 mg,Fever
Cefmet,Antidiabetic,Inhaler,437 mg,Fever
Clarimycin,Antibiotic,Drops,694 mg,Virus
Acetonazole,Antibiotic,Capsule,784 mg,Infection
Dextrostatin,Antidepressant,Cream,231 mg,Fungus
Metophen,Antidiabetic,Capsule,404 mg,Virus
Clarivir,Antidiabetic,Injection,469 mg,Infection
Dextrostatin,Antiviral,Syrup,503 mg,Pain
Cefcillin,Antiseptic,Ointment,570 mg,Infection
Acetomycin,Antifungal,Capsule,373 mg,Depression
Acetovir,Antibiotic,Injection,446 mg,Diabetes
Amoxinazole,Antidepressant,Tablet,443 mg,Wound
Clarimet,Antiseptic,Drops,464 mg,Fungus
Ibuprocillin,Antibiotic,Drops,799 mg,Depression
Dextromet,Analgesic,Cream,527 mg,Infection
Dextromycin,Antidiabetic,Capsule,550 mg,Wound
Cefmycin,Antifungal,Inhaler,48 mg,Diabetes
Ibupromycin,Antidepressant,Tablet,162 mg,Fever
Ibuprophen,Antiviral,Ointment,971 mg,Fever
Cefphen,Analgesic,Tablet,681 mg,Fever
Metomycin,Analgesic,Drops,105 mg,Infection
Clarimet,Antiseptic,Tablet,17 mg,Pain
Amoxiphen,Antifungal,Tablet,760 mg,Diabetes
Ibuprostatin,Antibiotic,Injection,576 mg,Virus
Cefnazole,Antidepressant,Capsule,6 mg,Fungus
Dolomycin,Antidepressant,Tablet,747 mg,Fungus
Dextrocillin,Antiseptic,Ointment,763 mg,Depression
Ibuproprofen,Antidepressant,Cream,330 mg,Fungus
Metophen,Antiseptic,Syrup,985 mg,Infection
Cefphen,Antipyretic,Injection,181 mg,Diabetes
Claricillin,Antibiotic,Tablet,430 mg,Infection
Acetocillin,Antidiabetic,Capsule,657 mg,Diabetes
Cefmycin,Antidiabetic,Inhaler,589 mg,Fungus
Cefmet,Antidiabetic,Ointment,123 mg,Wound
Clarivir,Antiseptic,Tablet,275 mg,Fungus
Dolomet,Antidiabetic,Syrup,420 mg,Wound
Ibuprostatin,Antidepressant,Capsule,40 mg,Fungus
Dolomet,Antipyretic,Inhaler,718 mg,Wound
Acetovir,Antiseptic,Inhaler,984 mg,Virus
Acetovir,Antiviral,Capsule,831 mg,Wound
Dolovir,Antiviral,Tablet,541 mg,Infection
Metovir,Antiviral,Ointment,816 mg,Infection
Acetoprofen,Antidiabetic,Syrup,955 mg,Infection
Dextrocillin,Antidepressant,Capsule,289 mg,Depression
Cefmycin,Antipyretic,Syrup,878 mg,Fungus
Amoxiphen,Antidiabetic,Cream,836 mg,Infection
Claristatin,Antiseptic,Ointment,222 mg,Diabetes
Dextrovir,Antidiabetic,Syrup,219 mg,Pain
Amoxicillin,Antidiabetic,Tablet,600 mg,Wound
Ibupromet,Antibiotic,Syrup,83 mg,Infection
Cefcillin,Analgesic,Injection,750 mg,Diabetes
Cefmet,Antidiabetic,Tablet,897 mg,Diabetes
Ibuproprofen,Antipyretic,Capsule,744 mg,Wound
Ibuprocillin,Antibiotic,Capsule,522 mg,Virus
Metonazole,Antidepressant,Inhaler,783 mg,Fungus
Doloprofen,Antidepressant,Capsule,460 mg,Wound
Dextromycin,Analgesic,Ointment,900 mg,Virus
Dextromet,Antibiotic,Drops,845 mg,Infection
Clariprofen,Antiseptic,Capsule,330 mg,Virus
Cefphen,Antidepressant,Syrup,747 mg,Depression
Cefcillin,Antifungal,Ointment,204 mg,Wound
Dolomet,Antidiabetic,Syrup,425 mg,Wound
Clarimycin,Antifungal,Cream,833 mg,Fungus
Dolovir,Antifungal,Inhaler,622 mg,Diabetes
Ibupromycin,Antiviral,Syrup,407 mg,Infection
Dolostatin,Antibiotic,Cream,652 mg,Depression
Ibupronazole,Antidepressant,Inhaler,36 mg,Fungus
Acetostatin,Antibiotic,Drops,385 mg,Infection
Amoximet,Antibiotic,Inhaler,925 mg,Virus
Clariprofen,Analgesic,Inhaler,650 mg,Fungus
Dextromet,Antibiotic,Ointment,766 mg,Wound
Clarinazole,Antiseptic,Capsule,232 mg,Infection
Amoxiprofen,Antibiotic,Injection,803 mg,Depression
Amoxistatin,Antidepressant,Inhaler,818 mg,Fungus
Ibupromet,Antiviral,Injection,191 mg,Wound
Metovir,Antiseptic,Inhaler,795 mg,Fever
Dolomet,Analgesic,Drops,239 mg,Wound
Clariphen,Antidiabetic,Capsule,607 mg,Wound
Dextrophen,Antipyretic,Cream,111 mg,Wound
Dextrostatin,Antiseptic,Ointment,469 mg,Diabetes
Acetocillin,Antiviral,Cream,335 mg,Wound
Dolonazole,Antiviral,Syrup,775 mg,Diabetes
Cefmycin,Antipyretic,Drops,966 mg,Depression
Acetostatin,Antidiabetic,Tablet,361 mg,Fever
Dextromycin,Antidepressant,Capsule,946 mg,Infection
Metostatin,Antiviral,Drops,697 mg,Wound
Ibupromet,Antifungal,Capsule,109 mg,Virus
Dolophen,Antibiotic,Inhaler,741 mg,Pain
Claristatin,Antiseptic,Ointment,564 mg,Infection
Acetovir,Antidiabetic,Ointment,231 mg,Fungus
Cefmet,Antidepressant,Tablet,792 mg,Depression
Dolomycin,Antipyretic,Ointment,219 mg,Wound
Cefstatin,Analgesic,Injection,35 mg,Fever
Cefmycin,Antidiabetic,Cream,230 mg,Depression
Doloprofen,Antiviral,Drops,834 mg,Fungus
Amoxiprofen,Analgesic,Injection,168 mg,Fever
Clarivir,Antiviral,Syrup,701 mg,Diabetes
Metophen,Antiviral,Inhaler,340 mg,Pain
Clarimet,Antiseptic,Tablet,331 mg,Pain
Metonazole,Antiviral,Inhaler,790 mg,Fungus
Dextromet,Antibiotic,Drops,34 mg,Pain
Metoprofen,Antibiotic,Ointment,543 mg,Fungus
Dextroprofen,Antidiabetic,Cream,561 mg,Wound
Dolomycin,Antiviral,Capsule,826 mg,Fever
Metophen,Antiviral,Ointment,767 mg,Wound
Dextromet,Antiseptic,Tablet,155 mg,Pain
Cefmycin,Antidiabetic,Capsule,873 mg,Diabetes
Clarimycin,Analgesic,Inhaler,438 mg,Virus
Acetoprofen,Antipyretic,Syrup,444 mg,Fungus
Cefvir,Antiviral,Capsule,52 mg,Pain
Ibupromycin,Antibiotic,Injection,670 mg,Fever
Ibuprovir,Antiseptic,Injection,343 mg,Wound
Amoxinazole,Antibiotic,Cream,901 mg,Virus
Ibupromycin,Antidiabetic,Syrup,971 mg,Fungus
Dolonazole,Antidiabetic,Injection,81 mg,Virus
Metocillin,Antiviral,Inhaler,339 mg,Diabetes
Clarimycin,Antidiabetic,Capsule,534 mg,Virus
Acetoprofen,Antipyretic,Ointment,69 mg,Fungus
Ibupromet,Antiseptic,Tablet,330 mg,Depression
Acetonazole,Antiseptic,Injection,131 mg,Infection
Acetomycin,Antidepressant,Inhaler,479 mg,Fungus
Clarinazole,Antidiabetic,Injection,740 mg,Diabetes
Acetovir,Antipyretic,Injection,891 mg,Depression
Claricillin,Analgesic,Ointment,468 mg,Diabetes
Dextrovir,Antidepressant,Capsule,422 mg,Infection
Acetostatin,Antibiotic,Injection,356 mg,Virus
Clarivir,Analgesic,Syrup,726 mg,Fever
Metostatin,Antidepressant,Injection,467 mg,Pain
Metostatin,Antiviral,Cream,632 mg,Fever
Acetomet,Antidiabetic,Injection,927 mg,Depression
Acetovir,Antibiotic,Capsule,746 mg,Fever
Ibuprophen,Antidiabetic,Drops,143 mg,Wound
Amoxiphen,Analgesic,Inhaler,18 mg,Virus
Metovir,Antifungal,Drops,255 mg,Virus
Metomet,Antiviral,Inhaler,979 mg,Wound
Amoxiprofen,Antipyretic,Drops,866 mg,Wound
Amoxivir,Antipyretic,Syrup,74 mg,Infection
Claricillin,Antipyretic,Injection,671 mg,Pain
Metomet,Antipyretic,Capsule,227 mg,Pain
Dolomet,Antiviral,Injection,629 mg,Depression
Dextronazole,Antidepressant,Ointment,671 mg,Pain
Amoximet,Antibiotic,Drops,301 mg,Depression
Metomycin,Antiviral,Capsule,889 mg,Fungus
Claristatin,Antidiabetic,Inhaler,780 mg,Fungus
Cefcillin,Antibiotic,Injection,121 mg,Infection
Dolocillin,Analgesic,Tablet,745 mg,Diabetes
Cefmet,Antiseptic,Syrup,100 mg,Virus
Metonazole,Analgesic,Drops,955 mg,Depression
Cefphen,Antifungal,Ointment,438 mg,Diabetes
Amoxivir,Antidepressant,Inhaler,683 mg,Depression
Claristatin,Antibiotic,Ointment,409 mg,Pain
Dolomet,Antiseptic,Ointment,908 mg,Fungus
Cefcillin,Analgesic,Ointment,530 mg,Diabetes
Metoprofen,Antidiabetic,Cream,866 mg,Wound
Metomycin,Antiviral,Capsule,193 mg,Wound
Clarimet,Antiviral,Syrup,776 mg,Fungus
Clarimycin,Antidepressant,Cream,39 mg,Fever
Clariprofen,Analgesic,Injection,964 mg,Fungus
Acetonazole,Antibiotic,Capsule,401 mg,Infection
Cefphen,Antiviral,Inhaler,374 mg,Depression
Acetomycin,Analgesic,Ointment,11 mg,Wound
Amoxivir,Antipyretic,Ointment,470 mg,Infection
Dextronazole,Antifungal,Cream,699 mg,Wound
Amoximet,Antipyretic,Syrup,286 mg,Infection
Doloprofen,Antipyretic,Cream,568 mg,Fever
Amoximycin,Antidiabetic,Cream,677 mg,Fever
Dextronazole,Analgesic,Drops,137 mg,Fever
Cefvir,Antidepressant,Tablet,450 mg,Pain
Clarinazole,Antifungal,Syrup,699 mg,Depression
Clarivir,Antidiabetic,Injection,439 mg,Virus
Metostatin,Antiseptic,Cream,615 mg,Fever
Cefmycin,Antiviral,Drops,330 mg,Infection
Dextrovir,Antipyretic,Drops,600 mg,Fever
Cefcillin,Antidiabetic,Injection,316 mg,Wound
Ibuproprofen,Antipyretic,Injection,127 mg,Fungus
Metoprofen,Antifungal,Capsule,108 mg,Virus
Cefnazole,Antifungal,Cream,470 mg,Virus
Dextronazole,Antibiotic,Capsule,466 mg,Pain
Dextrocillin,Antiseptic,Drops,672 mg,Wound
Clarimet,Antidepressant,Injection,920 mg,Fever
Cefphen,Antiviral,Syrup,7 mg,Fever
Ibupronazole,Antipyretic,Inhaler,213 mg,Diabetes
Dolomet,Antibiotic,Tablet,40 mg,Fever
Clarimycin,Antipyretic,Drops,221 mg,Pain
Acetonazole,Antidiabetic,Cream,821 mg,Depression
Dextroprofen,Analgesic,Inhaler,665 mg,Pain
Metophen,Antifungal,Tablet,684 mg,Depression
Dextrovir,Antidiabetic,Syrup,163 mg,Wound
Clariphen,Antipyretic,Ointment,631 mg,Virus
Dolophen,Antiviral,Inhaler,953 mg,Infection
Doloprofen,Antiviral,Cream,586 mg,Fever
Clarinazole,Antiseptic,Ointment,163 mg,Virus
Cefstatin,Antiseptic,Syrup,80 mg,Fungus
Dextrocillin,Antiseptic,Drops,996 mg,Pain
Dextroprofen,Antiseptic,Cream,175 mg,Infection
Ibupromycin,Antipyretic,Drops,155 mg,Diabetes
Dolomycin,Antidepressant,Syrup,603 mg,Fungus
Metoprofen,Analgesic,Capsule,459 mg,Virus
Cefmycin,Antiviral,Syrup,192 mg,Virus
Doloprofen,Antidepressant,Tablet,369 mg,Wound
Metoprofen,Antibiotic,Capsule,164 mg,Depression
Metostatin,Antidiabetic,Capsule,72 mg,Fever
Dolovir,Antidepressant,Inhaler,557 mg,Fever
Cefprofen,Antidiabetic,Injection,497 mg,Virus
Dolostatin,Analgesic,Tablet,922 mg,Fever
Dextrovir,Antifungal,Tablet,740 mg,Diabetes
Dextronazole,Antiviral,Cream,239 mg,Depression
Ibuprovir,Antiseptic,Capsule,856 mg,Virus
Dextrophen,Analgesic,Injection,708 mg,Fungus
Amoxivir,Antibiotic,Inhaler,942 mg,Infection
Clarivir,Antidiabetic,Drops,551 mg,Virus
Amoximet,Antifungal,Inhaler,395 mg,Fever
Amoxiprofen,Antibiotic,Drops,856 mg,Virus
Dextrovir,Antiviral,Injection,169 mg,Diabetes
Dextromet,Antiseptic,Inhaler,291 mg,Pain
Dextrocillin,Antiviral,Injection,645 mg,Diabetes
Dolomycin,Analgesic,Drops,608 mg,Virus
Dolomycin,Analgesic,Ointment,447 mg,Infection
Ibupronazole,Antiviral,Ointment,764 mg,Fever
Cefnazole,Antifungal,Capsule,315 mg,Fungus
Metonazole,Antiviral,Injection,970 mg,Fever
Acetocillin,Antipyretic,Capsule,16 mg,Pain
Dextromet,Antiseptic,Tablet,317 mg,Infection
Cefprofen,Antidiabetic,Drops,790 mg,Virus
Dolophen,Antidepressant,Capsule,143 mg,Fungus
Metostatin,Antiseptic,Ointment,444 mg,Pain
Metocillin,Antiseptic,Capsule,774 mg,Fungus
Ibupromet,Antibiotic,Syrup,270 mg,Fever
Dolostatin,Antiseptic,Capsule,877 mg,Wound
Cefmet,Antiviral,Cream,461 mg,Fever
Dolomycin,Antifungal,Syrup,324 mg,Virus
Metonazole,Analgesic,Ointment,3 mg,Diabetes
Ibupromet,Antidiabetic,Capsule,815 mg,Infection
Clariphen,Antiseptic,Drops,7 mg,Diabetes
Metovir,Antidepressant,Drops,240 mg,Diabetes
Clarinazole,Antiseptic,Drops,432 mg,Fungus
Acetocillin,Antibiotic,Cream,77 mg,Virus
Amoxivir,Antidiabetic,Injection,552 mg,Fever
Amoxiphen,Antidiabetic,Tablet,233 mg,Depression
Acetostatin,Antidepressant,Tablet,407 mg,Diabetes
Dextroprofen,Antiviral,Syrup,569 mg,Fever
Acetomycin,Antidepressant,Cream,968 mg,Infection
Cefvir,Antiviral,Inhaler,446 mg,Diabetes
Amoximet,Antiviral,Inhaler,980 mg,Diabetes
Dolonazole,Antipyretic,Injection,844 mg,Infection
Amoximycin,Antipyretic,Capsule,187 mg,Fever
Metocillin,Antidepressant,Capsule,21 mg,Wound
Dextrocillin,Analgesic,Syrup,753 mg,Wound
Cefnazole,Antidiabetic,Syrup,461 mg,Diabetes
Dextroprofen,Antiseptic,Injection,713 mg,Fungus
Ibuprovir,Antiseptic,Cream,480 mg,Virus
Cefnazole,Antidiabetic,Cream,556 mg,Pain
Metophen,Antipyretic,Ointment,720 mg,Diabetes
Amoximet,Antidiabetic,Injection,754 mg,Fever
Cefmet,Antipyretic,Ointment,220 mg,Wound
Dolocillin,Antifungal,Drops,517 mg,Fungus
Dolonazole,Analgesic,Drops,560 mg,Pain
Amoximet,Antibiotic,Injection,767 mg,Pain
Dolocillin,Antiviral,Capsule,436 mg,Fungus
Ibupromycin,Antiseptic,Syrup,569 mg,Pain
Metophen,Antipyretic,Drops,476 mg,Virus
Amoxistatin,Antidepressant,Inhaler,500 mg,Infection
Ibuprophen,Antifungal,Inhaler,321 mg,Infection
Amoxiphen,Antidepressant,Drops,921 mg,Fever
Ibupronazole,Antiviral,Tablet,709 mg,Diabetes
Dolomycin,Antifungal,Injection,767 mg,Fever
Cefvir,Antipyretic,Inhaler,380 mg,Pain
Clarimet,Antifungal,Capsule,975 mg,Pain
Amoxinazole,Antidiabetic,Capsule,464 mg,Depression
Amoxinazole,Antidepressant,Cream,193 mg,Infection
Dolostatin,Antifungal,Syrup,804 mg,Fungus
Acetonazole,Antiviral,Drops,328 mg,Virus
Cefvir,Antiviral,Tablet,269 mg,Infection
Clarivir,Analgesic,Syrup,576 mg,Infection
Cefmycin,Antiviral,Drops,639 mg,Wound
Clariprofen,Antidiabetic,Injection,862 mg,Virus
Amoxicillin,Antidepressant,Cream,376 mg,Fever
Cefcillin,Antipyretic,Injection,466 mg,Pain
Dextrophen,Antiviral,Capsule,137 mg,Depression
Acetoprofen,Antibiotic,Tablet,349 mg,Diabetes
Acetomycin,Antiseptic,Drops,480 mg,Diabetes
Clariprofen,Antiseptic,Cream,111 mg,Depression
Cefmet,Analgesic,Drops,681 mg,Wound
Ibupromycin,Analgesic,Ointment,173 mg,Infection
Dextromycin,Antibiotic,Injection,348 mg,Fungus
Cefmycin,Antiseptic,Cream,184 mg,Virus
Ibuprocillin,Antiseptic,Syrup,581 mg,Depression
Dextromet,Antidiabetic,Ointment,459 mg,Depression
Ibuprostatin,Antiviral,Tablet,131 mg,Depression
Dolostatin,Antiviral,Injection,242 mg,Diabetes
Metostatin,Analgesic,Injection,987 mg,Fever
Amoxicillin,Analgesic,Inhaler,124 mg,Fungus
Metostatin,Antiviral,Cream,644 mg,Depression
Dolophen,Antidiabetic,Ointment,323 mg,Virus
Dolomycin,Antiseptic,Cream,779 mg,Diabetes
Acetomet,Antidiabetic,Injection,893 mg,Diabetes
Acetonazole,Antifungal,Capsule,304 mg,Wound
Cefnazole,Antibiotic,Ointment,300 mg,Pain
Clarivir,Antifungal,Ointment,284 mg,Pain
Clariphen,Antiseptic,Syrup,609 mg,Virus
Metostatin,Antiseptic,Ointment,255 mg,Wound
Amoximet,Antidiabetic,Ointment,442 mg,Fungus
Dextromet,Antidiabetic,Injection,636 mg,Infection
Dolomet,Antidepressant,Cream,103 mg,Infection
Dolonazole,Antidiabetic,Cream,215 mg,Infection
Acetocillin,Analgesic,Syrup,671 mg,Fever
Ibuproprofen,Antibiotic,Drops,413 mg,Virus
Acetovir,Antidepressant,Injection,26 mg,Infection
Cefstatin,Antipyretic,Cream,487 mg,Depression
Amoxiphen,Antiseptic,Ointment,124 mg,Fever
Dolomycin,Antiseptic,Ointment,487 mg,Fungus
Clarimycin,Antiviral,Inhaler,670 mg,Virus
Dextroprofen,Antiseptic,Cream,482 mg,Virus
Cefnazole,Antifungal,Drops,843 mg,Virus
Claricillin,Antiseptic,Capsule,452 mg,Fever
Metomet,Antidepressant,Syrup,529 mg,Virus
Clariphen,Antibiotic,Inhaler,261 mg,Pain
Dextrovir,Antiviral,Ointment,977 mg,Virus
Ibupromet,Antiseptic,Tablet,987 mg,Pain
Metoprofen,Analgesic,Cream,198 mg,Wound
Acetoprofen,Antibiotic,Drops,278 mg,Fungus
Dolomycin,Antiseptic,Cream,586 mg,Infection
Amoxivir,Analgesic,Tablet,988 mg,Fungus
Amoxicillin,Antibiotic,Cream,872 mg,Diabetes
Cefmycin,Analgesic,Tablet,740 mg,Infection
Dolomycin,Antipyretic,Syrup,672 mg,Fungus
Clarimycin,Antidiabetic,Inhaler,155 mg,Diabetes
Dextronazole,Antiseptic,Cream,715 mg,Fever
Metoprofen,Antidepressant,Inhaler,541 mg,Wound
